Record ID Number, ,NID ID,Primary Owner Type,Primary Purpose,latitude,longitude,City,County,Tract_Code,Tracts,Disadvantaged,State,Zip_Code,Congressional District,NID Height (Ft),NID Height Category,Year Completed,Year Completed Category,NID Storage (Acre-Ft),Normal Storage (Acre-Ft),Data Last Updated,Last Inspection Date,Inspection Frequency_Years,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,Tract_Code,Block_Code,,Total_Population_Tract,White_Alone_Tract,White_Alone_Tract_Pct,Black_Alone_Tract,Black_Alone_Tract_Pct,Total_Population_Block,White_Alone_Block,White_Alone_Block_Pct,Black_Alone_Block,Black_Alone_Block_PCT
1856,Estes Farms Dam,SC01207,Private,Recreation,34.2903,-81.1495,Winnsboro,Fairfield,960502,960502Fairfield,,South Carolina,29180,"South Carolina, Congressional District 05",27,25-50 feet,1947,1940-1949,154,112,9/15/2023,4/21/2017,5,Low,Poor,4/21/2017,Not Required,960502,1006,,2186,612,28.00%,1493,68.30%,76,34,44.74%,41,53.95%
1857,Lb Davidson Pond Dam,SC02246,Private,"Fire Protection, Stock, Or Small Fish Pond",35.1412,-81.9703,Chesnee,Spartanburg,022304,022304Spartanburg,TRUE,South Carolina,29323,"South Carolina, Congressional District 05",15,Less than 25 feet,1964,1960-1969,50,38,9/15/2023,5/25/2017,5,Low,Poor,5/25/2017,Not Required,22304,1007,,5148,4243,82.42%,344,6.68%,45,42,93.33%,3,6.67%
1858,Watson Pond Dam,SC01830,Private,"Fire Protection, Stock, Or Small Fish Pond",34.3551,-82.5919,Iva,Anderson,011701,011701Anderson,,South Carolina,29655,"South Carolina, Congressional District 03",25,25-50 feet,1954,1950-1959,83,65,9/15/2023,8/5/2021,5,Low,Fair,8/5/2021,Yes,11701,2031,,2190,1665,76.03%,347,15.84%,18,17,94.44%,1,5.56%
1859,William Jeffords Dam,SC02759,Private,"Fire Protection, Stock, Or Small Fish Pond",34.7942,-82.0034,Woodruff,Spartanburg,023500,023500Spartanburg,FALSE,South Carolina,29388,"South Carolina, Congressional District 04",22,Less than 25 feet,1998,1990-1999,90,70.2,9/15/2023,6/15/2017,5,Low,Poor,6/15/2017,Not Required,23500,2011,,5287,4587,86.76%,306,5.79%,47,40,85.11%,1,2.13%
1860,Lear Pond Road Dam,SCD5074,,,34.69975027,-80.12964185,Chesterfield,Chesterfield,950402,950402Chesterfield,,South Carolina,29709,"South Carolina, Congressional District 07",16,Less than 25 feet,,Undetermined,120,,9/11/2024,,,Low,,,Not Required,950402,3043,,3756,2474,65.87%,1100,29.29%,57,30,52.63%,26,45.61%
1861,Stanley Mcjunkin Dam,SC02648,Private,Debris Control,34.8902,-82.508,Easley,Pickens,010601,010601Pickens,FALSE,South Carolina,29640,"South Carolina, Congressional District 03",37,25-50 feet,1992,1990-1999,170,115,9/15/2023,9/16/2022,2,High,Fair,9/16/2022,Yes,10601,2007,,3620,3319,91.69%,62,1.71%,28,22,78.57%,4,14.29%
1862,Tex Harmon Dam,SC02639,Private,Debris Control,35.1435,-82.0512,Campobello,Spartanburg,022408,022408Spartanburg,,South Carolina,29322,"South Carolina, Congressional District 05",27,25-50 feet,1992,1990-1999,187,123,9/15/2023,5/24/2017,5,Low,Fair,5/24/2017,Not Required,22408,2012,,4215,3335,79.12%,470,11.15%,160,123,76.88%,33,20.63%
1863,Mccarter Pond Dam,SC01740,Private,Recreation,35.0745,-82.4267,Travelers Rest,Greenville,004003,004003Greenville,,South Carolina,29690,"South Carolina, Congressional District 04",27,25-50 feet,1954,1950-1959,66,48,9/11/2024,12/20/2023,2,High,Fair,12/20/2023,Yes,4003,1005,,3676,3178,86.45%,198,5.39%,102,87,85.29%,1,0.98%
1864,Carey Frick Pond Dam,SC03530,Private,Irrigation,33.9022,-81.5835,Batesburg,Saluda,960301,960301Saluda,,South Carolina,29006,"South Carolina, Congressional District 03",31,25-50 feet,,Undetermined,110.2,81.5,9/15/2023,10/11/2017,5,Low,Fair,10/11/2017,Not Required,960301,3047,,2895,2318,80.07%,399,13.78%,0,0,0.00%,0,0.00%
1865,Millers Pond Dam,SC01110,Private,Recreation,33.681,-81.8945,Trenton,Edgefield,970400,970400Edgefield,TRUE,South Carolina,29847,"South Carolina, Congressional District 03",22,Less than 25 feet,1938,1930-1939,110,97,9/15/2023,7/31/2017,5,Low,Poor,7/31/2017,Not Required,970400,1045,,3323,1648,49.59%,1364,41.05%,16,9,56.25%,7,43.75%
1866,Harmons Pond Dam,SC00054,Private,Recreation,33.9767,-80.8276,Hopkins,Richland,011902,011902Richland,FALSE,South Carolina,29061,"South Carolina, Congressional District 06",10,Less than 25 feet,1900,1900-1909,61,33,9/15/2023,3/20/2023,2,High,Fair,3/20/2023,No,11902,3008,,4829,2292,47.46%,2016,41.75%,551,217,39.38%,313,56.81%
1867,Boyd Pond Dam,SC00352,Private,Recreation,33.4515,-81.7947,Aiken,Aiken,020903,020903Aiken,,South Carolina,29803,"South Carolina, Congressional District 02",15,Less than 25 feet,1910,1910-1919,172,72,9/15/2023,8/16/2017,5,Low,Poor,8/16/2017,Not Required,20903,2001,,3673,2710,73.78%,579,15.76%,125,83,66.40%,35,28.00%
1868,Holley Haven Dam,SC00347,Private,Recreation,33.4292,-81.7524,Aiken,Aiken,022003,022003Aiken,,South Carolina,29803,"South Carolina, Congressional District 02",16,Less than 25 feet,1910,1910-1919,64,8,9/15/2023,8/9/2017,5,Low,Fair,8/9/2017,Not Required,22003,2009,,4592,3290,71.65%,957,20.84%,213,202,94.84%,5,2.35%
1869,Osbourne/Hudson Dam,SC00481,Private,Recreation,34.3078,-80.4377,Cassatt,Kershaw,970100,970100Kershaw,TRUE,South Carolina,29032,"South Carolina, Congressional District 05",15,Less than 25 feet,1965,1960-1969,51,27,9/15/2023,4/6/2017,5,Low,Poor,4/6/2017,Not Required,970100,1094,,2634,1797,68.22%,661,25.09%,51,46,90.20%,3,5.88%
1870,Catawba Timber Company Dam,SC00480,Private,Recreation,34.2294,-80.4897,Camden,Kershaw,970603,970603Kershaw,,South Carolina,29020,"South Carolina, Congressional District 05",12,Less than 25 feet,1955,1950-1959,63,36,9/10/2024,4/6/2017,5,Low,Fair,4/6/2017,Not Required,970603,3014,,3983,2339,58.72%,1216,30.53%,150,115,76.67%,30,20.00%
1871,Oolenoy WCD Dam 40,SC02452,State,Recreation,35.0169,-82.6884,Pickens,Pickens,010100,010100Pickens,FALSE,South Carolina,29671,"South Carolina, Congressional District 03",60,51-100 feet,1984,1980-1989,2600,1400,9/11/2024,1/4/2024,2,High,Fair,1/4/2024,Yes,10100,2021,,3265,3071,94.06%,33,1.01%,0,0,0.00%,0,0.00%
1872,Ascot Dam 2,SCD5064,,,34.13431725,-81.16698828,Irmo,Richland,010308,010308Richland,FALSE,South Carolina,29063,"South Carolina, Congressional District 02",25,25-50 feet,,Undetermined,24,,9/11/2024,10/30/2023,,High,Fair,10/30/2023,No,10308,2010,,5687,3779,66.45%,1284,22.58%,261,217,83.14%,24,9.20%
1873,Whaley Pond Dam,SC00966,Private,Other,33.0946,-80.0407,Moncks Corner,Berkeley,020601,020601Berkeley,,South Carolina,29461,"South Carolina, Congressional District 01",11,Less than 25 feet,1969,1960-1969,194,86,9/15/2023,11/28/2017,5,Low,Poor,11/28/2017,Not Required,20601,1044,,4792,3210,66.99%,905,18.89%,222,155,69.82%,43,19.37%
1874,New-Indy Dam 4,SC00677,Private,Other,34.8452,-80.8839,Catawba,York,061203,061203York,FALSE,South Carolina,29704,"South Carolina, Congressional District 05",9,Less than 25 feet,1968,1960-1969,274,58,9/15/2023,12/7/2022,5,Low,Fair,12/7/2022,Not Required,61203,2007,,6483,5067,78.16%,734,11.32%,13,2,15.38%,1,7.69%
1875,Lake Patricia Dam,SC00674,Private,Recreation,35.0343,-80.9531,Fort Mill,York,061011,061011York,,South Carolina,29715,"South Carolina, Congressional District 05",38,25-50 feet,1942,1940-1949,190,150,9/15/2023,9/14/2022,2,High,Fair,9/14/2022,Yes,61011,3047,,8633,5595,64.81%,905,10.48%,270,226,83.70%,12,4.44%
1876,Ralph Senterfeit Dam,SC00223,Private,Recreation,33.8375,-81.463,Batesburg,Lexington,021403,021403Lexington,TRUE,South Carolina,29006,"South Carolina, Congressional District 02",17,Less than 25 feet,1960,1960-1969,56,46,9/15/2023,4/5/2017,5,Low,Poor,4/5/2017,Not Required,21403,2026,,2178,1656,76.03%,201,9.23%,40,34,85.00%,0,0.00%
1877,Houck Pond Dam,SC00605,Private,"Fire Protection, Stock, Or Small Fish Pond",33.5251,-80.6613,Elloree,Calhoun,950400,950400Calhoun,TRUE,South Carolina,29047,"South Carolina, Congressional District 06",16,Less than 25 feet,1950,1950-1959,90,38,9/15/2023,12/6/2022,3,Significant,Fair,12/6/2022,Yes,950400,3030,,3112,1817,58.39%,1130,36.31%,6,6,100.00%,0,0.00%
1878,Lake Lanier Dam,SC00001,Local Government,Recreation,35.1968,-82.2352,Landrum,Greenville,002404,002404Greenville,FALSE,South Carolina,29356,"South Carolina, Congressional District 04",55,51-100 feet,1923,1920-1929,2660,1800,9/15/2023,7/27/2023,2,High,Poor,7/27/2023,Yes,2404,3032,,4085,3869,94.71%,24,0.59%,56,53,94.64%,2,3.57%
1879,Flat Rock Pond Dam,SC00291,Private,Other,33.5792,-81.8093,Aiken,Aiken,020401,020401Aiken,,South Carolina,29801,"South Carolina, Congressional District 02",25,25-50 feet,1920,1920-1929,1691,323,9/15/2023,7/7/2023,2,High,Poor,7/7/2023,Yes,20401,2000,,7216,4146,57.46%,2101,29.12%,430,190,44.19%,216,50.23%
1880,Kitchens Dam,SC00445,Private,Recreation,33.6293,-81.1214,North,Orangeburg,012000,012000Orangeburg,TRUE,South Carolina,29112,"South Carolina, Congressional District 02",10,Less than 25 feet,1960,1960-1969,82,42,9/15/2023,2/28/2023,2,High,Fair,2/28/2023,Yes,12000,1028,,3723,1742,46.79%,1725,46.33%,25,13,52.00%,12,48.00%
1881,Berry Shoals Pond Dam,SC00736,Local Government,Recreation,34.8878,-82.1017,Duncan,Spartanburg,023408,023408Spartanburg,,South Carolina,29334,"South Carolina, Congressional District 04",29,25-50 feet,1920,1920-1929,1128,408,9/15/2023,6/12/2017,5,Low,Not Rated,6/12/2017,Not Required,23408,2001,,6231,4476,71.83%,927,14.88%,0,0,0.00%,0,0.00%
1882,Mountain Rest Lake Dam,SC00518,Private,Recreation,34.8782,-83.1633,Mountain Rest,Oconee,030100,030100Oconee,TRUE,South Carolina,29664,"South Carolina, Congressional District 03",39,25-50 feet,1960,1960-1969,682,444,9/15/2023,4/3/2023,2,High,Fair,4/3/2023,Yes,30100,2031,,4164,3916,94.04%,18,0.43%,68,67,98.53%,0,0.00%
1883,Oolenoy River WCD Dam 10,SC01383,Private,Flood Risk Reduction,34.9915,-82.7327,Pickens,Pickens,010401,010401Pickens,TRUE,South Carolina,29671,"South Carolina, Congressional District 03",43,25-50 feet,1976,1970-1979,208,19,9/11/2024,1/4/2024,2,High,Fair,1/4/2024,Yes,10401,1007,,2010,1868,92.94%,1,0.05%,38,37,97.37%,0,0.00%
1884,Wateree Creek WCD Dam 1,SC00809,Private,Flood Risk Reduction,34.5084,-81.1183,Winnsboro,Fairfield,960200,960200Fairfield,TRUE,South Carolina,29180,"South Carolina, Congressional District 05",42,25-50 feet,1963,1960-1969,1285,89,9/15/2023,5/2/2017,5,Low,Fair,5/2/2017,Not Required,960200,1054,,3506,1708,48.72%,1643,46.86%,5,4,80.00%,0,0.00%
1885,Virginia Taylor Dam,SC00750,Private,Recreation,34.8785,-81.9971,Moore,Spartanburg,022005,022005Spartanburg,FALSE,South Carolina,29369,"South Carolina, Congressional District 04",23,Less than 25 feet,1956,1950-1959,116,76,9/11/2024,8/27/2024,2,High,Fair,8/27/2024,Yes,22005,1010,,6247,3843,61.52%,1464,23.44%,90,53,58.89%,29,32.22%
1886,L G Fishbourne Dam 1,SC01035,Private,Recreation,32.8823,-80.6119,Walterboro,Colleton,970601,970601Colleton,,South Carolina,29488,"South Carolina, Congressional District 06",10,Less than 25 feet,1955,1950-1959,119,84,9/15/2023,11/16/2017,5,Low,Poor,11/16/2017,Not Required,970601,1029,,4508,2798,62.07%,1247,27.66%,76,67,88.16%,3,3.95%
1887,Andrews Millpond Dam,SCD5050,Private,Recreation,34.2191,-80.0675,Lamar,Darlington,011500,011500Darlington,TRUE,South Carolina,29069,"South Carolina, Congressional District 07",10,Less than 25 feet,,Undetermined,624,148,9/15/2023,5/20/2022,3,Significant,Poor,5/20/2022,No,11500,1014,,4091,2241,54.78%,1633,39.92%,54,52,96.30%,2,3.70%
1888,Martins Grove Dam,SCD5069,Private,Recreation,33.9923,-81.2664,Lexington,Lexington,021048,021048Lexington,,South Carolina,29072,"South Carolina, Congressional District 02",13,Less than 25 feet,,Undetermined,21,17,9/15/2023,,2,High,,,No,21048,1015,,2590,2130,82.24%,135,5.21%,358,300,83.80%,28,7.82%
1889,New-Indy Dam 9,SCD5057,Private,Other,34.8397,-80.9022,Catawba,York,061203,061203York,FALSE,South Carolina,29704,"South Carolina, Congressional District 05",27,25-50 feet,,Undetermined,557,,9/15/2023,,5,Low,,,Not Required,61203,2017,,6483,5067,78.16%,734,11.32%,78,55,70.51%,14,17.95%
1890,Faskin Lane Dam,SCD5041,Private,Recreation,33.9941,-81.2643,Lexington,Lexington,021048,021048Lexington,,South Carolina,29072,"South Carolina, Congressional District 02",13,Less than 25 feet,,Undetermined,9,0,9/15/2023,6/22/2023,2,High,Fair,6/22/2023,No,21048,1029,,2590,2130,82.24%,135,5.21%,27,20,74.07%,0,0.00%
1891,Michelin Us2 Sandy Springs Dam,SCD5020,Private,Flood Risk Reduction,34.6021,-82.7659,Pendleton,Anderson,010602,010602Anderson,,South Carolina,29670,"South Carolina, Congressional District 03",37,25-50 feet,,Undetermined,87,0,9/15/2023,,5,Low,,,Not Required,10602,2038,,4014,3473,86.52%,216,5.38%,19,14,73.68%,0,0.00%
1892,J E Grant Dam,SCD5005,Private,Recreation,34.2669,-81.7851,Silverstreet,Newberry,950700,950700Newberry,TRUE,South Carolina,29145,"South Carolina, Congressional District 03",26,25-50 feet,,Undetermined,128,0,9/15/2023,10/6/2017,5,Low,Poor,10/6/2017,Not Required,950700,2037,,3893,2403,61.73%,1180,30.31%,50,38,76.00%,10,20.00%
1893,Whites Millpond Dam,SC01418,Private,Recreation,33.9841,-80.3246,Sumter,Sumter,000402,000402Sumter,,South Carolina,29153,"South Carolina, Congressional District 05",7,Less than 25 feet,,Undetermined,276,96,9/15/2023,4/18/2017,5,Low,Poor,4/18/2017,Not Required,402,2049,,2474,1160,46.89%,1153,46.60%,8,7,87.50%,0,0.00%
1894,Jackson-Mill Creek WCD Dam 7,SC01206,Local Government,Flood Risk Reduction,34.3424,-81.1607,Winnsboro,Fairfield,960501,960501Fairfield,,South Carolina,29180,"South Carolina, Congressional District 05",54,51-100 feet,1973,1970-1979,4805,2760,9/11/2024,12/13/2023,3,Significant,Fair,12/13/2023,Yes,960501,1038,,2292,1024,44.68%,1171,51.09%,0,0,0.00%,0,0.00%
1895,Maxey Coleman Dam,SC02705,Private,Recreation,34.2345,-81.107,Winnsboro,Fairfield,960502,960502Fairfield,,South Carolina,29180,"South Carolina, Congressional District 05",26,25-50 feet,1986,1980-1989,220,115,9/15/2023,4/20/2017,5,Low,Fair,4/20/2017,Not Required,960502,1032,,2186,612,28.00%,1493,68.30%,168,32,19.05%,132,78.57%
1896,Gibson Pond Dam,SC02243,Private,Recreation,35.0298,-82.0922,Inman,Spartanburg,022806,022806Spartanburg,,South Carolina,29349,"South Carolina, Congressional District 04",26,25-50 feet,1955,1950-1959,34,28,9/11/2024,7/9/2024,2,High,Fair,7/9/2024,Yes,22806,3004,,6366,4706,73.92%,894,14.04%,129,103,79.84%,5,3.88%
1897,John Keenan Dam,SC02226,Private,Recreation,35.1439,-82.1157,Campobello,Spartanburg,022500,022500Spartanburg,TRUE,South Carolina,29322,"South Carolina, Congressional District 04",23,Less than 25 feet,1969,1960-1969,62,40,9/15/2023,2/11/2022,3,Significant,Fair,2/11/2022,Yes,22500,1070,,4437,3992,89.97%,113,2.55%,12,10,83.33%,2,16.67%
1898,International Paper Waste Pond Dam 2,SC01998,Private,Other,33.3673,-79.3099,Georgetown,Georgetown,920602,920602Georgetown,,South Carolina,29440,"South Carolina, Congressional District 07",25,25-50 feet,1973,1970-1979,456,336,9/10/2024,12/7/2017,5,Low,Fair,12/7/2017,Not Required,920602,1031,,2067,899,43.49%,1024,49.54%,2,0,0.00%,2,100.00%
1899,Stallings Pond Dam,SC01790,Private,Recreation,34.5517,-82.3062,Honea Path,Greenville,003202,003202Greenville,FALSE,South Carolina,29654,"South Carolina, Congressional District 03",24,Less than 25 feet,1965,1960-1969,83,67,9/15/2023,5/23/2017,5,Low,Poor,5/23/2017,Not Required,3202,1027,,3620,3162,87.35%,167,4.61%,0,0,0.00%,0,0.00%
1900,Trickle Lake Dam,SC01786,Local Government,Recreation,34.7116,-82.3107,Simpsonville,Greenville,003014,003014Greenville,FALSE,South Carolina,29680,"South Carolina, Congressional District 04",33,25-50 feet,1967,1960-1969,50,38,9/15/2023,5/17/2017,5,Low,Poor,5/17/2017,Not Required,3014,1011,,6464,4468,69.12%,1084,16.77%,891,643,72.17%,149,16.72%
1901,Clinkscales Pond Dam,SC01702,Private,Recreation,34.4841,-82.5402,Belton,Anderson,011302,011302Anderson,,South Carolina,29627,"South Carolina, Congressional District 03",19,Less than 25 feet,1955,1950-1959,67,53,9/15/2023,6/14/2017,5,Low,Fair,6/14/2017,Not Required,11302,3021,,3884,2818,72.55%,790,20.34%,13,8,61.54%,0,0.00%
1902,Robert Stuck Dam 1,SC02613,Private,Other,34.9549,-81.3043,York,York,061505,061505York,,South Carolina,29745,"South Carolina, Congressional District 05",35,25-50 feet,1991,1990-1999,20.1,11.8,9/15/2023,8/31/2017,5,Low,Poor,8/31/2017,Not Required,61505,2011,,2718,2180,80.21%,289,10.63%,232,177,76.29%,25,10.78%
1903,Mcbride Pond Dam,SC01861,Private,Recreation,34.5808,-79.9421,Patrick,Chesterfield,950601,950601Chesterfield,,South Carolina,29584,"South Carolina, Congressional District 07",17,Less than 25 feet,1970,1970-1979,99,55,9/15/2023,10/26/2017,5,Low,Poor,10/26/2017,Not Required,950601,2016,,1940,972,50.10%,835,43.04%,1,0,0.00%,0,0.00%
1904,Boling Pond Dam,SC01973,Private,Recreation,34.038,-79.537,Pamplico,Florence,001700,001700Florence,TRUE,South Carolina,29583,"South Carolina, Congressional District 07",17,Less than 25 feet,1900,1900-1909,70,28,9/15/2023,4/4/2023,2,High,Fair,4/4/2023,No,1700,2018,,2460,1448,58.86%,904,36.75%,4,0,0.00%,4,100.00%
1905,Big Creek WCD Dam-Rentz/Williams 2,SC00547,Local Government,Flood Risk Reduction,34.6253,-82.4999,Williamston,Anderson,010404,010404Anderson,,South Carolina,29697,"South Carolina, Congressional District 03",36,25-50 feet,1967,1960-1969,1251,319,9/11/2024,2/7/2024,2,High,Fair,2/7/2024,Yes,10404,1003,,2732,2015,73.76%,424,15.52%,93,76,81.72%,16,17.20%
1906,Kings Sunset Nursery Dam,SC02765,Private,Irrigation,34.7648,-82.6672,Liberty,Pickens,011003,011003Pickens,FALSE,South Carolina,29657,"South Carolina, Congressional District 03",28,25-50 feet,1998,1990-1999,90,65.8,9/15/2023,9/21/2022,2,High,Fair,9/21/2022,No,11003,1008,,2630,2369,90.08%,35,1.33%,127,123,96.85%,3,2.36%
1907,Sowells Pond Dam,SC01884,Private,Recreation,34.4115,-80.232,Mc Bee,Chesterfield,950800,950800Chesterfield,TRUE,South Carolina,29101,"South Carolina, Congressional District 07",14,Less than 25 feet,1950,1950-1959,55,41,9/11/2024,11/28/2023,3,Significant,Fair,11/28/2023,Yes,950800,1072,,2632,1578,59.95%,716,27.20%,20,13,65.00%,5,25.00%
1908,Fuller Pond Dam,SC01279,Private,Recreation,34.2279,-80.9478,Blythewood,Richland,010104,010104Richland,FALSE,South Carolina,29016,"South Carolina, Congressional District 02",27,25-50 feet,1974,1970-1979,143,88,9/11/2024,6/4/2024,3,Significant,Fair,6/4/2024,No,10104,2014,,5057,2608,51.57%,1870,36.98%,14,11,78.57%,0,0.00%
1909,Willis Pond Dam,SC01863,Private,Recreation,34.5914,-79.9278,Cheraw,Chesterfield,950601,950601Chesterfield,,South Carolina,29520,"South Carolina, Congressional District 07",12,Less than 25 feet,1960,1960-1969,72,31,9/15/2023,10/26/2017,5,Low,Poor,10/26/2017,Not Required,950601,2015,,1940,972,50.10%,835,43.04%,0,0,0.00%,0,0.00%
1910,Woodlands Nature Reserve Dam,SC01462,Private,Irrigation,32.8972,-80.1385,Charleston,Dorchester,010801,010801Dorchester,FALSE,South Carolina,29414,"South Carolina, Congressional District 06",27,25-50 feet,1972,1970-1979,1531,195,9/11/2024,12/6/2023,2,High,Fair,12/6/2023,Yes,10801,2039,,6861,5392,78.59%,865,12.61%,0,0,0.00%,0,0.00%
1911,Adams Pond Dam,SC01241,Private,"Fire Protection, Stock, Or Small Fish Pond",34.0602,-81.8796,Ninety Six,Saluda,960201,960201Saluda,TRUE,South Carolina,29666,"South Carolina, Congressional District 03",15,Less than 25 feet,1968,1960-1969,66,42,9/15/2023,10/10/2017,5,Low,Poor,10/10/2017,Not Required,960201,3012,,4654,2352,50.54%,1320,28.36%,47,47,100.00%,0,0.00%
1912,Half Mile Lake Dam,SC02562,Private,Recreation,34.9038,-82.3745,Greenville,Greenville,001600,001600Greenville,FALSE,South Carolina,29609,"South Carolina, Congressional District 04",27,25-50 feet,1990,1990-1999,180,107,9/15/2023,3/31/2023,2,High,Fair,3/31/2023,Yes,1600,3003,,4795,3751,78.23%,277,5.78%,142,120,84.51%,1,0.70%
1913,Gasque Farm Dam,SC02789,Private,Irrigation,33.4861,-80.6115,Elloree,Orangeburg,010400,010400Orangeburg,TRUE,South Carolina,29047,"South Carolina, Congressional District 06",17,Less than 25 feet,1985,1980-1989,285,147,9/15/2023,7/12/2017,5,Low,Poor,7/12/2017,Not Required,10400,1028,,3464,1237,35.71%,2072,59.82%,3,3,100.00%,0,0.00%
1914,Snowden Pond Dam,SC01664,Private,Irrigation,33.7173,-79.5252,Hemingway,Williamsburg,970300,970300Williamsburg,TRUE,South Carolina,29554,"South Carolina, Congressional District 06",8,Less than 25 feet,1952,1950-1959,61,29,9/15/2023,11/16/2017,5,Low,Poor,11/16/2017,Not Required,970300,4036,,4334,1793,41.37%,2378,54.87%,14,8,57.14%,3,21.43%
1915,Harters Pond Dam,SC01543,Private,Recreation,32.9423,-81.2992,Fairfax,Allendale,970500,970500Allendale,,South Carolina,29827,"South Carolina, Congressional District 06",13,Less than 25 feet,1958,1950-1959,99,54,9/15/2023,8/22/2017,5,Low,Poor,8/22/2017,Not Required,970500,4009,,4041,1301,32.20%,2519,62.34%,7,5,71.43%,2,28.57%
1916,Ascot Dam 1,SCD5063,,,34.1342742,-81.16797197,Irmo,Richland,010308,010308Richland,FALSE,South Carolina,29063,"South Carolina, Congressional District 02",26,25-50 feet,,Undetermined,37,,9/11/2024,10/30/2023,,High,Fair,10/30/2023,No,10308,2010,,5687,3779,66.45%,1284,22.58%,261,217,83.14%,24,9.20%
1917,W Hudson Pond Dam,SC02179,Private,Recreation,34.7252,-81.9771,Woodruff,Spartanburg,023500,023500Spartanburg,FALSE,South Carolina,29388,"South Carolina, Congressional District 04",27,25-50 feet,1965,1960-1969,95,78,9/15/2023,6/27/2017,5,Low,Poor,6/27/2017,Not Required,23500,2049,,5287,4587,86.76%,306,5.79%,27,25,92.59%,1,3.70%
1918,Georgetown Sewer Dam 2,SC01996,Local Government,Other,33.3782,-79.3216,Georgetown,Georgetown,920602,920602Georgetown,,South Carolina,29440,"South Carolina, Congressional District 07",15,Less than 25 feet,1974,1970-1979,249,153,9/15/2023,12/6/2017,5,Low,Fair,12/6/2017,Not Required,920602,1029,,2067,899,43.49%,1024,49.54%,0,0,0.00%,0,0.00%
1919,A M Tuck Dam,SC01229,Private,Recreation,34.0999,-82.2593,Bradley,Greenwood,970900,970900Greenwood,TRUE,South Carolina,29819,"South Carolina, Congressional District 03",35,25-50 feet,1958,1950-1959,288,224,9/15/2023,10/3/2017,5,Low,Poor,10/3/2017,Not Required,970900,2011,,1934,1302,67.32%,469,24.25%,41,36,87.80%,1,2.44%
1920,Abner Stockman Dam,SC01226,Private,Irrigation,34.2207,-82.0992,Greenwood,Greenwood,970602,970602Greenwood,,South Carolina,29649,"South Carolina, Congressional District 03",19,Less than 25 feet,1966,1960-1969,132,72,9/15/2023,10/5/2017,5,Low,Fair,10/5/2017,Not Required,970602,3030,,3390,1626,47.96%,1526,45.01%,80,11,13.75%,67,83.75%
1921,Lindenzweig Pond Dam,SC01346,Private,Recreation,34.5001,-80.57,Kershaw,Lancaster,010202,010202Lancaster,,South Carolina,29067,"South Carolina, Congressional District 05",19,Less than 25 feet,1950,1950-1959,94,58,9/15/2023,10/19/2017,5,Low,Poor,10/19/2017,Not Required,10202,3066,,4002,2969,74.19%,805,20.11%,29,25,86.21%,4,13.79%
1922,Lasley Pond Dam,SC01338,Private,Recreation,34.7582,-80.7336,Lancaster,Lancaster,011002,011002Lancaster,TRUE,South Carolina,29720,"South Carolina, Congressional District 05",28,25-50 feet,1978,1970-1979,74,53,9/15/2023,10/19/2017,5,Low,Fair,10/19/2017,Not Required,11002,1016,,4474,3509,78.43%,610,13.63%,195,153,78.46%,38,19.49%
1923,Saluda Reservoir Dam,SC01259,Private,Recreation,33.993,-81.7909,Saluda,Saluda,960201,960201Saluda,TRUE,South Carolina,29138,"South Carolina, Congressional District 03",26,25-50 feet,1962,1960-1969,513,312,9/11/2024,10/31/2023,3,Significant,Fair,10/31/2023,Yes,960201,2011,,4654,2352,50.54%,1320,28.36%,0,0,0.00%,0,0.00%
1924,Edens Small Pond Dam,SC01578,Private,Recreation,33.7858,-81.036,Gaston,Calhoun,950100,950100Calhoun,FALSE,South Carolina,29053,"South Carolina, Congressional District 06",25,25-50 feet,1978,1970-1979,108,72,9/11/2024,5/14/2024,2,High,Fair,5/14/2024,No,950100,3014,,5383,3528,65.54%,1511,28.07%,65,59,90.77%,6,9.23%
1925,Averyt Family Dam 1,SC01216,Local Government,"Fire Protection, Stock, Or Small Fish Pond",34.2746,-81.0114,Ridgeway,Fairfield,960301,960301Fairfield,,South Carolina,29130,"South Carolina, Congressional District 05",21,Less than 25 feet,1954,1950-1959,160,131,9/15/2023,12/23/2019,3,Significant,Fair,12/23/2019,Yes,960301,1006,,2950,1278,43.32%,1500,50.85%,8,8,100.00%,0,0.00%
1926,Brants Pond Dam,SC01615,Private,Recreation,33.103,-81.1121,Ehrhardt,Bamberg,960300,960300Bamberg,TRUE,South Carolina,29081,"South Carolina, Congressional District 06",13,Less than 25 feet,1964,1960-1969,164,82,9/15/2023,8/23/2017,5,Low,Poor,8/23/2017,Not Required,960300,2109,,1132,790,69.79%,298,26.33%,37,37,100.00%,0,0.00%
1927,Oolenoy River WCD Dam 9,SC01384,Private,Flood Risk Reduction,34.9929,-82.7065,Pickens,Pickens,010401,010401Pickens,TRUE,South Carolina,29671,"South Carolina, Congressional District 03",66,51-100 feet,1978,1970-1979,322,68,9/11/2024,1/4/2024,2,High,Fair,1/4/2024,No,10401,1004,,2010,1868,92.94%,1,0.05%,11,7,63.64%,0,0.00%
